,duration,has_event,turns_since_shuffle
1654,3,1,10
1655,18,1,3
1656,20,1,8
1657,5,1,8
1658,13,1,47
1659,4,1,3
1660,26,0,6225
1661,26,0,5
1662,22,1,14
1663,26,0,19
1664,26,0,18
1665,14,1,13
1666,8,1,32
1667,1,1,19
1668,26,0,9
1669,6,1,36
1670,5,1,9
1671,9,1,19
1672,5,1,7
1673,10,1,15
1674,26,0,29
1675,26,0,23
1676,0,1,1
1677,5,1,26
1678,10,1,30
1679,26,0,34
1680,26,0,10
1681,26,0,7
1682,26,0,15
1683,26,0,3
1684,14,1,6
1685,26,0,15
1686,26,0,41
1687,13,1,1
1688,12,1,30
1689,7,1,7
1690,10,1,17
1691,9,1,6
1692,26,0,16
1693,26,0,20
1694,1,1,1
1695,23,1,10
1696,26,0,26
1697,26,0,31
1698,8,1,0
1699,26,0,12
1700,16,1,44
1701,18,1,4
1702,7,1,20
1703,26,0,32
1704,19,1,2784
1705,8,1,8
1706,26,0,23
1707,26,0,23
1708,2,1,33
1709,20,1,22
1710,5,1,1
1711,1,1,21
1712,1,1,3
1713,19,1,18
1714,22,1,26
1715,26,0,7
1716,0,1,22
1717,7,1,7
1718,23,1,19
1719,26,0,0
1720,11,1,22
1721,1,1,1
1722,26,0,25
1723,26,0,3
1724,2,1,1
1725,5,1,12
1726,26,0,3
1727,26,0,2
1728,4,1,4
1729,23,1,8543
1730,0,1,35
1731,12,1,2
1732,13,1,2
1733,6,1,10
1734,7,1,33
1735,25,1,11
1736,15,1,9
1737,26,0,12
1738,6,1,4
1739,6,1,40
1740,6,1,28
1741,14,1,10
1742,5,1,7
1743,10,1,16
1744,26,0,4
1745,15,1,5
1746,4,1,41
1747,26,0,23
1748,26,0,25
1749,26,0,2
1750,26,0,0
1751,16,1,35
1752,26,0,22
1753,2,1,15
1754,12,1,11
1755,4,1,18
1756,11,1,26
1757,7,1,33
1758,14,1,1
1759,20,1,16
1760,23,1,0
1761,4,1,4
1762,0,1,13
1763,6,1,34
1764,11,1,16
1765,9,1,3
1766,7,1,0
1767,16,1,3
1768,4,1,13
1769,13,1,2
1770,26,0,20
1771,19,1,23
1772,26,0,44
1773,26,0,15
1774,7,1,4
1775,19,1,17
1776,10,1,5
1777,26,0,30
1778,26,0,8
1779,26,0,4
1780,20,1,17
1781,17,1,17
1782,0,1,16
1783,6,1,21
1784,26,0,27
1785,16,1,2
1786,5,1,8499
1787,5,1,19
1788,10,1,13
1789,1,1,6
1790,26,0,20
1791,9,1,41
1792,26,0,38
1793,26,0,27
1794,7,1,5
1795,14,1,9591
1796,26,0,8
1797,11,1,9
1798,2,1,4
1799,26,0,16
1800,19,1,44
1801,11,1,21
1802,9,1,6
1803,25,1,20
1804,9,1,25
1805,16,1,17
1806,5,1,2
1807,26,0,20
1808,2,1,20
1809,11,1,30
1810,22,1,21
1811,20,1,38
1812,0,1,30
1813,16,1,1
1814,11,1,23
1815,16,1,0
1816,4,1,8
1817,9,1,1
1818,5,1,3
1819,23,1,30
1820,14,1,18
1821,12,1,34
1822,26,0,12
1823,2,1,26
1824,1,1,6
1825,0,1,30
1826,6,1,0
1827,1,1,35
1828,11,1,18
1829,0,1,1
1830,18,1,25
1831,24,1,10
1832,12,1,9
1833,8,1,19
1834,8,1,27
1835,7,1,3
1836,15,1,6
1837,0,1,13
1838,1,1,5
1839,21,1,14
1840,25,1,1
1841,12,1,2
1842,19,1,30
1843,26,0,2
1844,15,1,0
1845,0,1,3297
1846,13,1,30
1847,26,0,9
1848,1,1,5
1849,13,1,25
1850,23,1,2
1851,18,1,8
1852,23,1,21
1853,15,1,26
1854,1,1,1
1855,25,1,11
1856,16,1,11
1857,7,1,4
1858,1,1,19
1859,26,0,13
1860,5,1,1
1861,2,1,37
1862,8,1,3
1863,20,1,44
1864,22,1,29
1865,18,1,21
1866,26,0,12
1867,24,1,30
1868,4,1,26
1869,0,1,22
1870,5,1,1
1871,26,0,9
1872,10,1,9
1873,26,0,27
1874,26,0,14
1875,26,0,9
1876,1,1,14
1877,9,1,22
1878,0,1,24
1879,3,1,23
1880,13,1,17
1881,7,1,46
1882,22,1,13
1883,23,1,7
1884,18,1,8
1885,15,1,3
1886,5,1,38
1887,26,0,8
1888,19,1,20
1889,3,1,9303
1890,9,1,7
1891,26,0,6
1892,25,1,1
1893,1,1,28
1894,22,1,11
1895,19,1,2784
1896,21,1,34
1897,23,1,0
1898,23,1,33
1899,10,1,28
1900,3,1,13
1901,20,1,0
1902,25,1,42
1903,5,1,3
1904,0,1,4891
1905,13,1,0
1906,13,1,30
1907,1,1,22
1908,21,1,18
1909,18,1,1
1910,5,1,32
1911,20,1,27
1912,19,1,13
1913,5,1,3
1914,26,0,15
1915,12,1,4
1916,18,1,6
1917,2,1,14
1918,23,1,27
1919,24,1,40
1920,26,0,44
1921,2,1,12
1922,17,1,14
1923,26,0,16
1924,21,1,30
1925,19,1,11
1926,4,1,23
1927,14,1,21
1928,5,1,1
1929,9,1,20
1930,17,1,1
1931,26,0,17
1932,26,0,26
1933,26,0,48
1934,26,0,15
1935,11,1,16
1936,26,0,5
1937,26,0,7
1938,6,1,13
1939,13,1,6853
1940,26,0,7735
1941,26,0,3600
1942,7,1,11
1943,1,1,7
1944,10,1,30
1945,20,1,0
1946,10,1,10
1947,11,1,1
1948,9,1,23
1949,25,1,25
1950,25,1,35
1951,13,1,10
1952,19,1,15
1953,23,1,4
1954,19,1,8
1955,4,1,2
1956,10,1,15
1957,23,1,20
1958,26,0,30
1959,22,1,30
1960,12,1,26
1961,13,1,32
1962,6,1,25
1963,4,1,8
1964,18,1,36
1965,14,1,9
1966,1,1,5
1967,7,1,15
1968,26,0,0
1969,26,0,36
1970,26,0,33
1971,17,1,21
1972,8,1,11
1973,23,1,6
1974,17,1,42
1975,4,1,3
1976,8,1,23
1977,8,1,7
1978,9,1,18
1979,26,0,16
1980,21,1,6288
1981,17,1,4
1982,7,1,25
1983,4,1,14
1984,26,0,12
1985,21,1,7
1986,26,0,4
1987,26,0,2233
1988,8,1,13
1989,22,1,3
1990,3,1,12
1991,9,1,26
1992,26,0,1
1993,16,1,7
1994,26,0,16
1995,4,1,12
1996,7,1,31
1997,9,1,4
1998,15,1,3
1999,26,0,27
2000,11,1,9080
2001,26,0,19
2002,26,0,3
2003,26,0,21
2004,7,1,27
2005,8,1,21
2006,11,1,17
2007,7,1,9
2008,24,1,16
2009,21,1,6
2010,26,0,19
2011,4,1,33
2012,3,1,15
2013,25,1,6
2014,26,0,6
2015,26,0,8
2016,2,1,22
2017,26,0,34
2018,12,1,13
2019,18,1,26
2020,1,1,7
2021,12,1,29
2022,16,1,44
2023,8,1,33
2024,19,1,14
2025,26,0,31
2026,17,1,10
2027,13,1,12
2028,7,1,11
2029,21,1,20
2030,4,1,8
2031,26,0,7
2032,20,1,4610
2033,1,1,11
2034,13,1,20
2035,9,1,21
2036,4,1,27
2037,3,1,16
2038,26,0,20
2039,10,1,31
2040,6,1,10
2041,26,0,0
2042,0,1,17
2043,23,1,19
2044,1,1,23
2045,2,1,36
2046,11,1,34
2047,15,1,10
2048,15,1,31
2049,26,0,45
2050,16,1,7
2051,0,1,10
2052,26,0,2
2053,2,1,2
2054,7,1,13
2055,13,1,32
2056,3,1,18
2057,7,1,32
2058,2,1,9
2059,15,1,41
2060,9,1,22
2061,1,1,3
2062,26,0,17
2063,8,1,33
2064,26,0,15
2065,6,1,13
2066,16,1,1078
2067,4,1,8
2068,19,1,5
2069,26,0,34
2070,0,1,16
2071,26,0,21
2072,26,0,3
2073,26,0,34
2074,26,0,20
2075,3,1,18
2076,26,0,26
2077,18,1,25
2078,18,1,17
2079,26,0,9
2080,9,1,35
2081,6,1,25
2082,26,0,33
2083,26,0,9
2084,10,1,17
2085,26,0,30
2086,3,1,6
2087,1,1,3
2088,26,0,27
2089,0,1,15
2090,11,1,15
2091,26,0,16
2092,17,1,10
2093,7,1,5
2094,11,1,1
2095,26,0,14
2096,16,1,14
2097,6,1,3
2098,5,1,18
2099,16,1,26
2100,21,1,6
2101,2,1,25
2102,10,1,6
2103,3,1,30
2104,17,1,3
2105,5,1,40
2106,4,1,8
2107,25,1,17
2108,8,1,6
2109,22,1,29
2110,26,0,13
2111,6,1,25
2112,9,1,10
2113,14,1,31
2114,13,1,25
2115,20,1,10
2116,0,1,8
2117,0,1,20
2118,19,1,29
2119,19,1,2
2120,5,1,20
2121,0,1,26
2122,1,1,12
2123,13,1,48
2124,21,1,26
2125,26,0,1
2126,26,0,12
2127,3,1,712
2128,0,1,18
2129,18,1,21
2130,26,0,40
2131,26,0,5
2132,9,1,10
2133,1,1,7
2134,25,1,1
2135,16,1,8437
2136,3,1,21
2137,12,1,16
2138,8,1,9
2139,21,1,4
2140,21,1,15
2141,6,1,25
2142,26,0,17
2143,19,1,13
2144,12,1,20
2145,17,1,23
2146,0,1,22
2147,4,1,22
2148,17,1,2426
2149,26,0,23
2150,2,1,9
2151,1,1,15
2152,1,1,37
2153,10,1,29
2154,0,1,32
2155,6,1,13
2156,0,1,6
2157,6,1,1
2158,9,1,26
2159,5,1,11
2160,26,0,10
2161,22,1,24
2162,1,1,19
2163,11,1,8
2164,15,1,16
2165,26,0,26
2166,10,1,16
2167,26,0,24
2168,18,1,32
2169,26,0,9
2170,8,1,21
2171,15,1,38
2172,18,1,45
2173,12,1,12
2174,20,1,2
2175,13,1,21
2176,26,0,19
2177,4,1,21
2178,26,0,7
2179,26,0,2
2180,19,1,32
2181,16,1,9664
2182,17,1,1
2183,24,1,8
2184,18,1,2131
2185,22,1,29
2186,19,1,7
2187,16,1,6
2188,26,0,24
2189,24,1,41
2190,26,0,16
2191,12,1,29
2192,17,1,2
2193,5,1,2
2194,26,0,14
2195,2,1,10
2196,26,0,6
2197,26,0,45
2198,13,1,14
2199,11,1,5
2200,24,1,5
2201,0,1,3
2202,26,0,9
2203,1,1,1
2204,0,1,23
2205,25,1,29
2206,19,1,22
2207,10,1,1
2208,5,1,18
2209,17,1,4
2210,17,1,32
2211,26,0,20
2212,25,1,22
2213,7,1,4
2214,25,1,4
2215,26,0,1
2216,26,0,22
2217,21,1,6
2218,26,0,5
2219,12,1,23
2220,4,1,19
2221,26,0,2
2222,26,0,5
2223,7,1,21
2224,9,1,25
2225,10,1,0
2226,6,1,10
2227,26,0,28
2228,5,1,13
2229,18,1,17
2230,26,0,11
2231,7,1,50
2232,19,1,11
2233,2,1,10
2234,7,1,13
2235,26,0,26
2236,8,1,1
2237,7,1,4
2238,26,0,12
2239,26,0,4
2240,26,0,22
2241,15,1,5948
2242,5,1,11
2243,18,1,29
2244,26,0,18
2245,22,1,6
2246,18,1,7
2247,6,1,5149
2248,2,1,11
2249,6,1,10
2250,5,1,18
2251,26,0,28
2252,16,1,22
2253,26,0,41
2254,11,1,1180
2255,6,1,43
2256,26,0,16
2257,19,1,2
2258,26,0,25
2259,6,1,49
2260,19,1,8
2261,26,0,0
2262,10,1,7440
2263,4,1,41
2264,23,1,20
2265,6,1,13
2266,26,0,9
2267,6,1,16
2268,9,1,1317
2269,26,0,19
2270,26,0,12
2271,14,1,34
2272,26,0,15
2273,26,0,26
2274,15,1,2
2275,26,0,18
2276,22,1,22
2277,7,1,18
2278,4,1,5775
2279,6,1,10
2280,26,0,6036
2281,11,1,1
2282,26,0,27
2283,12,1,2
2284,7,1,4
2285,26,0,15
2286,0,1,0
2287,26,0,5
2288,17,1,33
2289,20,1,14
2290,13,1,29
2291,21,1,34
2292,26,0,10
2293,15,1,28
2294,17,1,21
2295,13,1,3
2296,9,1,30
2297,16,1,16
2298,24,1,2
2299,26,0,46
2300,1,1,20
2301,26,0,1
2302,22,1,18
2303,2,1,3435
2304,21,1,45
2305,10,1,3081
2306,26,0,24
2307,21,1,1701
2308,25,1,4
2309,26,0,33
2310,4,1,3
2311,26,0,39
2312,11,1,19
2313,26,0,3
2314,11,1,6
2315,26,0,29
2316,1,1,8
2317,9,1,13
2318,26,0,8
2319,24,1,20
2320,17,1,0
2321,19,1,2
2322,22,1,7
2323,9,1,2434
2324,13,1,10
2325,5,1,20
2326,20,1,15
2327,12,1,9884
2328,21,1,6
2329,6,1,4
2330,26,0,9
2331,2,1,9
2332,1,1,14
2333,26,0,2
2334,12,1,34
2335,2,1,4
2336,4,1,9
2337,0,1,18
2338,0,1,37
2339,5,1,12
2340,1,1,22
2341,5,1,3
2342,10,1,21
2343,26,0,42
2344,21,1,13
2345,2,1,22
2346,0,1,17
2347,14,1,19
2348,26,0,13
2349,13,1,19
2350,20,1,11
2351,17,1,12
2352,6,1,5
2353,0,1,7
2354,26,0,40
2355,2,1,19
2356,14,1,23
2357,3,1,18
2358,5,1,5
2359,8,1,30
2360,9,1,10
2361,26,0,13
2362,26,0,8
2363,9,1,21
2364,4,1,14
2365,3,1,32
2366,26,0,12
2367,1,1,45
2368,10,1,32
2369,26,0,24
2370,26,0,7
2371,26,0,6
2372,2,1,25
2373,8,1,14
2374,1,1,7702
2375,11,1,24
2376,26,0,7
2377,10,1,0
2378,26,0,31
2379,6,1,24
2380,21,1,2
2381,26,0,4
2382,13,1,40
2383,26,0,24
2384,16,1,27
2385,16,1,0
2386,8,1,5
2387,2,1,38
2388,26,0,1
2389,6,1,18
2390,4,1,25
2391,23,1,38
2392,26,0,21
2393,23,1,7
2394,5,1,11
2395,7,1,21
2396,26,0,1687
2397,15,1,3
2398,12,1,1
2399,3,1,0
2400,14,1,23
2401,3,1,19
2402,6,1,20
2403,20,1,871
2404,26,0,20
2405,5,1,6
2406,26,0,5
2407,3,1,23
2408,26,0,6
2409,11,1,20
2410,25,1,8617
2411,21,1,25
2412,11,1,6
2413,20,1,12
2414,1,1,24
2415,0,1,3
2416,11,1,25
2417,16,1,3
2418,26,0,27
2419,0,1,25
2420,17,1,27
2421,23,1,31
2422,15,1,33
2423,26,0,8170
2424,6,1,14
2425,18,1,43
2426,26,0,6
2427,5,1,5
2428,26,0,5794
2429,13,1,5
2430,26,0,10
2431,12,1,33
2432,19,1,20
2433,22,1,3
2434,4,1,3
2435,26,0,5
2436,6,1,21
2437,7,1,3
2438,26,0,33
2439,9,1,16
2440,7,1,7
2441,4,1,21
2442,14,1,0
2443,21,1,30
2444,1,1,3
2445,16,1,13
2446,26,0,6
2447,1,1,9
2448,26,0,14
2449,20,1,12
2450,15,1,9
2451,11,1,18
2452,20,1,39
2453,14,1,26
2454,7,1,22
2455,10,1,43
2456,11,1,7
2457,4,1,15
2458,8,1,15
2459,26,0,12
2460,22,1,43
2461,6,1,2
2462,4,1,4
2463,9,1,21
2464,26,0,28
2465,12,1,25
2466,4,1,2607
2467,10,1,12
2468,22,1,21
2469,18,1,11
2470,1,1,19
2471,1,1,19
2472,13,1,0
2473,12,1,8
2474,26,0,17
2475,26,0,19
2476,4,1,3
2477,6,1,32
2478,26,0,17
2479,3,1,40
2480,11,1,8
2481,26,0,4
2482,21,1,4609
2483,26,0,18
2484,26,0,2
2485,9,1,15
2486,26,0,8
2487,7,1,6
2488,24,1,5
2489,13,1,10
2490,8,1,3
2491,5,1,3
2492,26,0,33
2493,13,1,6
2494,11,1,40
2495,19,1,10
2496,0,1,30
2497,9,1,0
2498,15,1,18
2499,13,1,6
2500,22,1,19
2501,21,1,18
2502,12,1,5
2503,26,0,15
2504,0,1,20
2505,16,1,17
2506,26,0,40
2507,22,1,7
2508,18,1,18
2509,4,1,36
2510,17,1,14
2511,4,1,11
2512,1,1,35
2513,19,1,1
2514,26,0,8
2515,26,0,22
2516,21,1,42
2517,15,1,11
2518,6,1,11
2519,26,0,13
2520,26,0,5
2521,1,1,24
2522,8,1,26
2523,10,1,38
2524,16,1,11
2525,2,1,39
2526,6,1,19
2527,6,1,7
2528,4,1,32
2529,5,1,29
2530,0,1,37
2531,8,1,36
2532,24,1,7
2533,12,1,18
2534,10,1,16
2535,2,1,18
2536,26,0,9
2537,26,0,30
2538,20,1,0
2539,22,1,25
2540,0,1,23
2541,26,0,8
2542,1,1,32
2543,1,1,25
2544,8,1,26
2545,26,0,5
2546,12,1,13
2547,6,1,1
2548,3,1,3
2549,20,1,5
2550,4,1,4
2551,26,0,27
2552,1,1,14
2553,26,0,738
2554,3,1,6
2555,26,0,26
2556,4,1,23
2557,5,1,16
2558,1,1,11
2559,11,1,3
2560,26,0,0
2561,6,1,11
2562,7,1,4
2563,16,1,41
2564,3,1,28
2565,13,1,18
2566,26,0,3
2567,5,1,49
2568,23,1,1471
2569,23,1,0
2570,26,0,33
2571,6,1,27
2572,4,1,4
2573,26,0,24
2574,16,1,14
2575,14,1,9388
2576,14,1,3
2577,4,1,18
2578,26,0,8
2579,20,1,5
2580,26,0,6
2581,21,1,33
2582,7,1,13
2583,16,1,13
2584,21,1,20
2585,23,1,12
2586,10,1,38
2587,26,0,11
2588,26,0,33
2589,25,1,44
2590,11,1,45
2591,22,1,6
2592,14,1,35
2593,20,1,49
2594,26,0,0
2595,4,1,9
2596,19,1,22
2597,8,1,38
2598,9,1,21
2599,6,1,12
2600,20,1,8
2601,24,1,18
2602,26,0,20
2603,19,1,27
2604,21,1,2
2605,7,1,0
2606,26,0,43
2607,11,1,3
2608,26,0,13
2609,23,1,1
2610,10,1,11
2611,14,1,32
2612,6,1,35
2613,3,1,17
2614,3,1,15
2615,10,1,3
2616,13,1,4
2617,16,1,21
2618,12,1,13
2619,18,1,18
2620,4,1,43
2621,1,1,33
2622,11,1,6
2623,26,0,21
2624,14,1,15
2625,26,0,22
2626,26,0,12
2627,26,0,3
2628,12,1,11
2629,26,0,11
2630,22,1,1
2631,26,0,16
2632,6,1,25
2633,11,1,21
2634,21,1,19
2635,8,1,13
2636,13,1,35
2637,26,0,14
2638,17,1,23
2639,1,1,14
2640,26,0,8
2641,26,0,5
2642,4,1,0
2643,4,1,22
2644,6,1,6
2645,16,1,6
2646,16,1,12
2647,26,0,1
2648,8,1,25
2649,11,1,4
2650,16,1,9
2651,10,1,41
2652,21,1,13
2653,26,0,9
2654,13,1,31
2655,11,1,5
2656,5,1,8
2657,19,1,15
2658,4,1,25
2659,19,1,27
2660,8,1,22
2661,1,1,14
2662,8,1,15
2663,10,1,21
2664,26,0,3
2665,18,1,12
2666,21,1,11
2667,22,1,1
2668,26,0,9
2669,4,1,27
2670,11,1,9
2671,25,1,14
2672,16,1,26
2673,26,0,0
2674,6,1,14
2675,8,1,36
2676,24,1,29
2677,15,1,13
2678,3,1,25
2679,26,0,42
2680,18,1,9
2681,13,1,28
2682,1,1,6
2683,12,1,13
2684,26,0,3806
2685,26,0,11
2686,26,0,43
2687,21,1,29
2688,26,0,33
2689,6,1,4
2690,12,1,13
2691,25,1,17
2692,24,1,23
2693,15,1,17
2694,26,0,6
2695,19,1,31
2696,4,1,21
2697,4,1,23
2698,26,0,14
2699,26,0,32
2700,16,1,34
2701,15,1,6
2702,26,0,8
2703,23,1,6
2704,12,1,46
2705,9,1,3
2706,26,0,11
2707,4,1,41
2708,26,0,17
2709,2,1,2
2710,26,0,44
2711,13,1,0
2712,12,1,31
2713,13,1,18
2714,0,1,4
2715,22,1,3132
2716,6,1,29
2717,3,1,22
2718,26,0,0
2719,3,1,16
2720,26,0,42
2721,26,0,3
2722,18,1,0
2723,7,1,37
2724,7,1,9
2725,12,1,12
2726,26,0,0
2727,3,1,17
2728,14,1,15
2729,26,0,3
2730,26,0,24
2731,8,1,4
2732,6,1,1550
2733,23,1,7
2734,24,1,3
2735,12,1,8
2736,4,1,30
2737,4,1,8
2738,12,1,18
2739,0,1,37
2740,10,1,5
2741,26,0,5
2742,23,1,3
2743,7,1,8078
2744,5,1,2
2745,26,0,12
2746,11,1,8
2747,3,1,8
2748,24,1,13
2749,15,1,36
2750,26,0,1
2751,0,1,7
2752,3,1,17
2753,7,1,416
2754,16,1,1478
2755,2,1,1
2756,7,1,7
2757,15,1,15
2758,26,0,16
2759,23,1,5
2760,4,1,7
2761,26,0,11
2762,4,1,37
2763,1,1,33
2764,26,0,1
2765,5,1,16
2766,17,1,1
2767,26,0,43
2768,13,1,11
2769,26,0,30
2770,26,0,27
2771,26,0,5
2772,26,0,5
2773,26,0,17
2774,4,1,44
2775,26,0,7
2776,1,1,26
2777,16,1,4
2778,26,0,7
2779,1,1,24
2780,10,1,3
2781,26,0,8
2782,2,1,11
2783,24,1,28
2784,26,0,2
2785,1,1,2
2786,5,1,14
2787,12,1,29
2788,19,1,1
2789,2,1,10
2790,20,1,42
2791,5,1,26
2792,3,1,8
2793,2,1,22
2794,26,0,2
2795,5,1,16
2796,19,1,14
2797,4,1,7
2798,7,1,8
2799,24,1,3
2800,21,1,5185
2801,12,1,3
2802,26,0,20
2803,18,1,25
2804,26,0,15
2805,26,0,8
2806,16,1,3
2807,18,1,10
2808,10,1,2
2809,14,1,3
2810,7,1,8
2811,8,1,24
2812,26,0,21
2813,18,1,15
2814,2,1,1231
2815,26,0,20
2816,12,1,4
2817,8,1,3
2818,26,0,19
2819,26,0,16
2820,1,1,32
2821,2,1,3498
2822,26,0,7
2823,0,1,44
2824,0,1,12
2825,2,1,28
2826,25,1,23
2827,26,0,6
2828,2,1,49
2829,4,1,12
2830,1,1,10
2831,0,1,19
2832,18,1,25
2833,26,0,8
2834,26,0,5
2835,25,1,22
2836,23,1,4
2837,26,0,22
2838,15,1,43
2839,17,1,16
2840,4,1,41
2841,26,0,6
2842,19,1,7
2843,20,1,30
2844,23,1,12
2845,14,1,1
2846,15,1,11
2847,8,1,27
2848,26,0,6
2849,11,1,17
2850,18,1,2
2851,13,1,9
2852,26,0,4863
2853,22,1,1
2854,20,1,0
2855,11,1,29
2856,26,0,19
2857,4,1,23
2858,9,1,5
2859,26,0,20
2860,26,0,20
2861,24,1,27
2862,1,1,16
2863,23,1,33
2864,3,1,32
2865,2,1,12
2866,0,1,4
2867,8,1,31
2868,9,1,37
2869,26,0,19
2870,7,1,8
2871,15,1,4657
2872,15,1,0
2873,24,1,16
2874,15,1,14
2875,16,1,0
2876,18,1,0
2877,6,1,45
2878,8,1,8
2879,20,1,6
2880,5,1,8
2881,20,1,20
2882,15,1,10
2883,3,1,28
2884,24,1,9
2885,17,1,0
2886,26,0,44
2887,0,1,7
2888,26,0,22
2889,11,1,17
2890,22,1,27
2891,26,0,27
2892,5,1,18
2893,9,1,3
2894,26,0,6
2895,24,1,42
2896,3,1,31
2897,13,1,14
2898,14,1,5515
2899,26,0,25
2900,3,1,0
2901,26,0,3
2902,26,0,8
2903,25,1,741
2904,23,1,19
2905,26,0,34
2906,12,1,5
2907,11,1,35
2908,25,1,10
2909,13,1,30
2910,16,1,20
2911,0,1,13
2912,12,1,15
2913,14,1,4
2914,26,0,39
2915,26,0,7
2916,2,1,15
2917,21,1,14
2918,4,1,0
2919,26,0,9
2920,26,0,37
2921,18,1,35
2922,26,0,15
2923,14,1,4
2924,15,1,22
2925,18,1,2628
2926,23,1,3
2927,23,1,35
2928,26,0,16
2929,12,1,20
2930,7,1,16
2931,7,1,3
2932,0,1,4
2933,14,1,16
2934,26,0,21
2935,26,0,13
2936,14,1,11
2937,26,0,17
2938,26,0,11
2939,0,1,19
2940,20,1,31
2941,2,1,10
2942,8,1,12
2943,26,0,8
2944,20,1,9203
2945,7,1,11
2946,9,1,10
2947,26,0,6
2948,26,0,19
2949,16,1,8
2950,26,0,3
2951,26,0,32
2952,25,1,21
2953,26,0,8
2954,26,0,26
2955,24,1,22
2956,3,1,20
2957,14,1,26
2958,20,1,13
2959,19,1,19
2960,17,1,40
2961,4,1,26
2962,8,1,15
2963,16,1,1
2964,7,1,36
2965,12,1,13
2966,11,1,37
2967,16,1,18
2968,26,0,11
2969,26,0,4
2970,5,1,13
2971,9,1,27
2972,5,1,12
2973,0,1,31
2974,26,0,24
2975,12,1,44
2976,12,1,11
2977,24,1,29
2978,16,1,0
2979,22,1,17
2980,21,1,41
2981,18,1,11
2982,26,0,40
2983,26,0,36
2984,14,1,3022
2985,9,1,3
2986,26,0,16
2987,19,1,3
2988,26,0,1
2989,19,1,15
2990,1,1,29
2991,11,1,14
2992,5,1,4
2993,26,0,32
2994,11,1,29
2995,26,0,16
2996,9,1,1
2997,26,0,19
2998,21,1,17
2999,22,1,18
3000,26,0,14
3001,26,0,4745
3002,19,1,18
3003,26,0,1
3004,14,1,44
3005,3,1,2
3006,2,1,15
3007,26,0,8
3008,6,1,5
3009,20,1,39
3010,17,1,13
3011,5,1,19
3012,21,1,28
3013,26,0,1
3014,17,1,0
3015,26,0,10
3016,26,0,36
3017,26,0,13
3018,20,1,3
3019,22,1,25
3020,26,0,10
3021,20,1,21
3022,22,1,15
3023,16,1,21
3024,1,1,4
3025,9,1,20
3026,9,1,12
3027,21,1,7
3028,25,1,9
3029,2,1,10
3030,26,0,43
3031,3,1,23
3032,26,0,42
3033,16,1,9
3034,9,1,12
3035,26,0,23
3036,11,1,17
3037,15,1,12
3038,2,1,8
3039,26,0,23
3040,6,1,21
3041,26,0,14
3042,5,1,21
3043,7,1,12
3044,26,0,21
3045,2,1,18
3046,2,1,9
3047,13,1,32
3048,7,1,44
3049,26,0,19
3050,21,1,0
3051,10,1,9
3052,0,1,24
3053,13,1,29
3054,4,1,7
3055,8,1,2
3056,19,1,39
3057,26,0,14
3058,12,1,14
3059,26,0,16
3060,11,1,30
3061,4,1,12
3062,6,1,28
3063,20,1,0
3064,24,1,1
3065,0,1,7
3066,16,1,13
3067,16,1,8
3068,22,1,5
3069,6,1,10
3070,17,1,14
3071,21,1,38
3072,26,0,5
3073,9,1,3
3074,25,1,0
3075,26,0,27
3076,2,1,16
3077,13,1,21
3078,19,1,12
3079,17,1,28
3080,26,0,12
3081,4,1,2
3082,12,1,6
3083,23,1,2
3084,26,0,41
3085,10,1,10
3086,7,1,33
3087,13,1,0
3088,1,1,14
3089,11,1,8
3090,7,1,36
3091,1,1,13
3092,17,1,45
3093,12,1,5
3094,26,0,0
3095,14,1,4
3096,26,0,29
3097,4,1,21
3098,11,1,11
3099,9,1,249
3100,26,0,9
3101,26,0,23
3102,24,1,6
3103,1,1,25
3104,26,0,22
3105,26,0,3
3106,8,1,11
3107,26,0,21
3108,12,1,6
3109,26,0,6
3110,5,1,15
3111,13,1,41
3112,17,1,8
3113,26,0,35
3114,11,1,27
3115,5,1,22
3116,5,1,11
3117,8,1,10
3118,23,1,15
3119,7,1,12
3120,17,1,6
3121,20,1,36
3122,7,1,5
3123,26,0,8
3124,13,1,19
3125,26,0,5
3126,3,1,2289
3127,18,1,15
3128,26,0,7
3129,19,1,7
3130,23,1,15
3131,10,1,17
3132,26,0,38
3133,6,1,1
3134,18,1,22
3135,26,0,28
3136,17,1,3
3137,26,0,24
3138,25,1,15
3139,23,1,20
3140,10,1,14
3141,8,1,25
3142,26,0,38
3143,4,1,11
3144,25,1,10
3145,22,1,12
3146,4,1,4969
3147,3,1,14
3148,0,1,28
3149,26,0,12
3150,26,0,14
3151,0,1,19
3152,26,0,16
3153,7,1,4
3154,11,1,3
3155,26,0,7
3156,8,1,14
3157,26,0,1
3158,4,1,25
3159,0,1,12
3160,16,1,16
3161,14,1,7
3162,26,0,2106
3163,6,1,3
3164,15,1,31
3165,3,1,37
3166,26,0,6
3167,26,0,43
3168,26,0,8690
3169,0,1,21
3170,1,1,24
3171,21,1,9
3172,23,1,6
3173,18,1,7
3174,26,0,29
3175,26,0,6
3176,18,1,29
3177,26,0,1
3178,26,0,12
3179,4,1,9
3180,6,1,11
3181,20,1,0
3182,15,1,27
3183,10,1,30
3184,2,1,42
3185,26,0,4
3186,14,1,20
3187,20,1,5
3188,12,1,5517
3189,14,1,16
3190,16,1,28
3191,19,1,24
3192,16,1,24
3193,7,1,7
3194,2,1,0
3195,16,1,0
3196,18,1,30
3197,26,0,23
3198,0,1,31
3199,26,0,3
